,0,1
0,0,0.9533726346750311
1,1,0.9038045284450924
2,2,0.8616857362957353
3,3,0.8176852413721168
4,4,0.782926993367834
5,5,0.7482823097042792
6,6,0.7093374878933344
7,7,0.656273045340769
8,8,0.6322861253862363
9,9,0.6086108273440894
10,10,0.5775737548607586
11,11,0.5546165689271764
12,12,0.5279682949285963
13,13,0.496155056418494
14,14,0.47428318866331337
15,15,0.448382184946302
16,16,0.425559235621518
17,17,0.404580176811273
18,18,0.387171699652601
19,19,0.3678436983774027
20,20,0.3487069158428304
21,21,0.32666037338534565
22,22,0.31451876187604855
23,23,0.3031447931791841
24,24,0.28524623982479747
25,25,0.2806239504128991
26,26,0.26757689047749
27,27,0.2534045148852953
28,28,0.24288696419292313
29,29,0.22172159923542492
30,30,0.21652705845648848
31,31,0.20038988295065555
32,32,0.19161201053324575
33,33,0.18182969940427843
34,34,0.16471065064185555
35,35,0.18274285277409483
36,36,0.1676703247035404
37,37,0.16222631078580155
38,38,0.1382376716613075
39,39,0.13570632238021582
40,40,0.12576625877671524
41,41,0.1282761916686649
42,42,0.11608547877297336
43,43,0.11137273614837481
44,44,0.10981417842226185
45,45,0.10047196001774407
46,46,0.09686135300722504
47,47,0.09322514887284139
48,48,0.0885401526819957
49,49,0.08849925010809678
